id,name,description,itemid,members,buylimit,highalch
2865,Yellow dark bow paint,Paints things yellow!,12761,True,0,1
2866,White dark bow paint,Paints things white!,12763,True,0,1
2867,Frozen whip mix,Cold to the touch.,12769,True,4,1
2868,Volcanic whip mix,How has lava been stored like this...?,12771,True,6,1
2869,Annakarl teleport,A tablet containing a magic spell.,12775,True,0,1
2870,Carrallangar teleport,A tablet containing a magic spell.,12776,True,0,1
2871,Dareeyak teleport,A tablet containing a magic spell.,12777,True,0,1
2872,Ghorrock teleport,A tablet containing a magic spell.,12778,True,0,1
2873,Kharyrll teleport,A tablet containing a magic spell.,12779,True,0,1
2874,Lassar teleport,A tablet containing a magic spell.,12780,True,0,1
2875,Paddewwa teleport,A tablet containing a magic spell.,12781,True,0,1
2876,Senntisten teleport,A tablet containing a magic spell.,12782,True,0,1
2877,Ring of wealth scroll,Use on a Ring of Wealth to imbue the ring.,12783,True,0,3000
2878,Magic shortbow scroll,Use on a Magic shortbow to imbue the bow.,12786,True,0,3000
2879,Clue box,Protects your clue scroll if you die.,12789,True,0,6
2880,Steam staff upgrade kit,Makes a steam battlestaff or mystic steam staff more beautiful.,12798,True,0,900
2881,Dragon pickaxe upgrade kit,Makes a dragon pickaxe more beautiful.,12800,True,0,960
2882,Ward upgrade kit,Makes a malediction or odium ward more beautiful.,12802,True,0,900
2883,Saradomin's tear,"After a terrible battle, Saradomin wept over the wounds of his faithful Zilyana.",12804,True,0,24000
2884,Elysian spirit shield,An ethereal shield with an elysian sigil attached to it.,12817,True,0,1200000
2885,Elysian sigil,A sigil in the shape of an elysian symbol.,12819,True,0,450000
2886,Spectral spirit shield,An ethereal shield with a spectral sigil attached to it.,12821,True,8,1200000
2887,Spectral sigil,A sigil in the shape of a spectral symbol.,12823,True,0,450000
2888,Arcane spirit shield,An ethereal shield with an arcane sigil attached to it.,12825,True,0,1200000
2889,Arcane sigil,A sigil in the shape of an arcane symbol.,12827,True,0,450000
2890,Spirit shield,An ethereal shield.,12829,True,8,42000
2891,Blessed spirit shield,An ethereal shield that has been blessed with holy powers.,12831,True,0,720000
2892,Holy elixir,A bottle of holy elixir.,12833,True,4,450000
2893,Bounty teleport scroll,Unlocks the level 85 Bounty Target Teleport spell.,12846,True,0,18000
2894,Granite clamp,"A strong clamp, used for hardening granite maul blocks.",12849,True,0,3000
2895,Amulet of the damned (full),Heirloom of an ancient family of Morytania.,12851,True,0,34801
2896,Dwarf cannon set,A set containing the four parts of the Dwarf Multicannon.,12863,True,0,360000
2897,Green dragonhide set,"A set containing a green dragonhide body, chaps and vambraces.",12865,False,0,3000
2898,Blue dragonhide set,"A set containing a blue dragonhide body, chaps and vambraces.",12867,True,0,3000
2899,Red dragonhide set,"A set containing a red dragonhide body, chaps and vambraces.",12869,True,0,3000
2900,Black dragonhide set,"A set containing a black dragonhide body, chaps and vambraces.",12871,True,0,3000
2901,Guthan's armour set,"A set containing a Guthan's helm, chainskirt, platebody and warspear.",12873,True,0,240000
2902,Verac's armour set,"A set containing a Verac's helm, plateskirt, brassard and flail.",12875,True,0,240000
2903,Dharok's armour set,"A set containing a Dharok's helm, platelegs, platebody and greataxe.",12877,True,8,240000
2904,Torag's armour set,"A set containing a Torag's helm, platelegs, platebody and hammers.",12879,True,0,240000
2905,Ahrim's armour set,"A set containing an Ahrim's hood, robetop, robeskirt and staff.",12881,True,0,120000
2906,Karil's armour set,"A set containing a Karil's coif, leatherskirt, leathertop and crossbow.",12883,True,0,120000
2907,Jar of sand,It's just a jar of sand.,12885,True,0,1
2908,Uncharged toxic trident,"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",12900,True,0,46800
2909,Toxic staff (uncharged),It needs to be charged with Zulrah's scales.,12902,True,0,600004
2910,Anti-venom(4),4 doses of antivenom potion.,12905,True,0,264
2911,Anti-venom(3),3 doses of antivenom potion.,12907,True,0,198
2912,Anti-venom(2),2 doses of antivenom potion.,12909,True,0,132
2913,Anti-venom(1),1 dose of antivenom potion.,12911,True,0,66
2914,Anti-venom+(4),4 doses of super antivenom potion.,12913,True,0,266
2915,Anti-venom+(3),3 doses of super antivenom potion.,12915,True,0,200
2916,Anti-venom+(2),2 doses of super antivenom potion.,12917,True,0,133
2917,Anti-venom+(1),1 dose of super antivenom potion.,12919,True,0,67
2918,Tanzanite fang,Maybe you could use a chisel to fletch this into a blowpipe.,12922,True,5,66000
2919,Toxic blowpipe (empty),Fires darts while coating them with venom.,12924,True,8,72000
2920,Serpentine visage,Maybe you could use a chisel to craft this into a helmet.,12927,True,5,63000
2921,Serpentine helm (uncharged),Needs to be charged with Zulrah's scales.,12929,True,5,66000
2922,Magic fang,This can be attached to a Staff of the Dead or a Trident of the Seas.,12932,True,5,61200
2923,Zulrah's scales,Flakes of toxic snakeskin.,12934,True,30000,12
2924,Jar of swamp,This is my Swamp!,12936,True,0,1
2925,Zul-andra teleport,Teleports you to Zul-Andra.,12938,True,10000,6
2926,Bronze set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12960,False,0,120
2927,Bronze set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12962,False,0,120
2928,Bronze trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12964,False,0,120
2929,Bronze trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12966,False,0,120
2930,Bronze gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12968,False,0,120
2931,Bronze gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12970,False,0,120
2932,Iron set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12972,False,0,540
2933,Iron set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12974,False,0,540
2934,Iron trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12976,False,0,540
2935,Iron trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12978,False,0,540
2936,Iron gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12980,False,0,540
2937,Iron gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12982,False,0,540
2938,Steel set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12984,False,0,840
2939,Steel set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12986,False,0,840
2940,Black set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12988,False,0,2700
2941,Black set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12990,False,0,2700
2942,Black trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12992,False,0,2700
2943,Black trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12994,False,0,2700
2944,Black gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",12996,False,0,2700
2945,Black gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",12998,False,0,2700
2946,Mithril set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13000,False,0,3000
2947,Mithril set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13002,False,0,3000
2948,Mithril trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13004,False,0,3000
2949,Mithril trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13006,False,0,3000
2950,Mithril gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13008,False,0,3000
2951,Mithril gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13010,False,0,3000
2952,Adamant set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13012,False,0,4800
2953,Adamant set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13014,False,0,4800
2954,Adamant trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13016,False,0,4800
2955,Adamant trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13018,False,0,4800
2956,Adamant gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13020,False,0,4800
2957,Adamant gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13022,False,0,4800
2958,Rune armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13024,False,0,45000
2959,Rune armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13026,False,0,45000
2960,Rune trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13028,False,0,48000
2961,Rune trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13030,False,0,48000
2962,Rune gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13032,False,0,48000
2963,Rune gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13034,False,0,48000
2964,Gilded armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13036,True,0,48000
2965,Gilded armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13038,True,0,48000
2966,Saradomin armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13040,False,0,48000
2967,Saradomin armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13042,False,0,48000
2968,Zamorak armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13044,False,0,48000
2969,Zamorak armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13046,False,0,48000
2970,Guthix armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13048,False,0,48000
2971,Guthix armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13050,False,0,48000
2972,Armadyl rune armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13052,False,0,48000
2973,Armadyl rune armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13054,False,0,48000
2974,Bandos rune armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13056,False,0,48000
2975,Bandos rune armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13058,False,0,48000
2976,Ancient rune armour set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13060,False,0,48000
2977,Ancient rune armour set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13062,False,0,48000
2978,Combat potion set,"A set containing 4-dose vials of Attack, Strength and Defence potions.",13064,True,0,42
2979,Super potion set,"A set containing 4-dose vials of Super Attack, Super Strength and Super Defence potions.",13066,True,0,60
2980,Holy book page set,A set containing the four pages of Saradomin's Holy Book.,13149,True,0,4200
2981,Unholy book page set,A set containing the four pages of Zamorak's Unholy Book.,13151,True,0,4200
2982,Book of balance page set,A set containing the four pages of Guthix's Book of Balance.,13153,True,0,4200
2983,Book of war page set,A set containing the four pages of Bandos' Book of War.,13155,True,0,4500
2984,Book of law page set,A set containing the four pages of Armadyl's Book of Law.,13157,True,0,4500
2985,Book of darkness page set,A set containing the four pages of the Ancient Book of Darkness.,13159,True,0,4500
2986,Zamorak dragonhide set,"A set containing a Zamorak dragonhide coif, body, chaps and vambraces.",13161,True,0,5400
2987,Saradomin dragonhide set,"A set containing a Saradomin dragonhide coif, body, chaps and vambraces.",13163,True,0,5400
2988,Guthix dragonhide set,"A set containing a Guthix dragonhide coif, body, chaps and vambraces.",13165,True,0,5400
2989,Bandos dragonhide set,"A set containing a Bandos dragonhide coif, body, chaps and bracers.",13167,True,0,5700
2990,Armadyl dragonhide set,"A set containing an Armadyl dragonhide coif, body, chaps and bracers.",13169,True,0,5700
2991,Ancient dragonhide set,"A set containing an ancient dragonhide coif, body, chaps and bracers.",13171,True,0,5700
2992,Partyhat set,"A set containing red, yellow, blue, purple, green and white partyhats.",13173,False,0,6
2993,Halloween mask set,"A set containing red, green and blue Halloween masks.",13175,False,0,5
2994,Old school bond,This bond can be redeemed for membership.,13190,False,0,1200000
2995,Eternal crystal,A powerful crystal of magic.,13227,True,0,27000
2996,Pegasian crystal,A powerful crystal of flight.,13229,True,15,27000
2997,Primordial crystal,A powerful crystal of strength.,13231,True,0,27000
2998,Smouldering stone,A smouldering stone from the depths of Hell.,13233,True,0,27000
2999,Eternal boots,A pair of upgraded infinity boots.,13235,True,0,45000
3000,Pegasian boots,A pair of upgraded ranger boots.,13237,True,0,45000
3001,Primordial boots,A pair of upgraded dragon boots.,13239,True,0,45000
3002,Jar of souls,This may be of use for a certain person.,13245,True,0,1
3003,Saradomin's light,The starlight enlightens your mind to dispel the darkness of Zamorakian evil.,13256,True,0,20760
3004,Abyssal bludgeon,Elements of deceased Abyssal Sires have been fused together.,13263,True,0,156000
3005,Abyssal dagger,Something sharp from the body of a defeated Abyssal Sire.,13265,True,0,69001
3006,Abyssal dagger (p),Something sharp and poisonous from the body of a defeated Abyssal Sire.,13267,True,0,69001
3007,Abyssal dagger (p+),Something sharp and very poisonous from the body of a defeated Abyssal Sire.,13269,True,0,69002
3008,Abyssal dagger (p++),Something sharp and extremely poisonous from the body of a defeated Abyssal Sire.,13271,True,0,69002
3009,Jar of miasma,It smells abysmal.,13277,True,0,1
3010,Xerician fabric,"An old scrap of cloth, containing remnants of Xeric's forgotten magicks.",13383,True,0,2
3011,Xerician hat,The forgotten magicks of Xeric imbue this garment with a little power.,13385,True,0,36
3012,Xerician top,The forgotten magicks of Xeric imbue this garment with a little power.,13387,True,0,48
3013,Xerician robe,The forgotten magicks of Xeric imbue this garment with a little power.,13389,True,0,42
3014,Lizardman fang,Ripped from the maw of a dying lizardman of Kourend.,13391,True,0,36
3015,Saltpetre,A powder that can be added to compost to make fertiliser.,13421,True,0,3
3016,Sandworms,Can be used as bait for catching anglerfish.,13431,True,0,54
3017,Raw anglerfish,I should try cooking this.,13439,True,0,270
3018,Anglerfish,I hope this tastes better than it looks.,13441,True,0,270
3019,Ensouled goblin head,The creature's soul is still in here.,13448,True,0,31
3020,Ensouled monkey head,The creature's soul is still in here.,13451,True,0,62
3021,Ensouled imp head,The creature's soul is still in here.,13454,True,0,94
3022,Ensouled minotaur head,The creature's soul is still in here.,13457,True,0,137
3023,Ensouled scorpion head,The creature's soul is still in here.,13460,True,0,148
3024,Ensouled bear head,The creature's soul is still in here.,13463,True,0,156
3025,Ensouled unicorn head,The creature's soul is still in here.,13466,True,0,160
3026,Ensouled dog head,The creature's soul is still in here.,13469,True,0,172
3027,Ensouled chaos druid head,The druid's soul is still in here.,13472,True,0,179
